Column1;Ã¯..ActiveScreener.Id;Time.of.Screening;Title;Authors;Question;List.of.Reviewers;Answers
110;7362234;06/03/2021 18:16:54;Breast cancer incidence and the air pollution level in the communes of Chile: An ecological study;Zenteno, J. S., Rosende, P. F., Manzur, B. C.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Manzano, Carlos;National level(not insular or antarctic)
111;7362234;06/03/2021 18:16:54;Breast cancer incidence and the air pollution level in the communes of Chile: An ecological study;Zenteno, J. S., Rosende, P. F., Manzur, B. C.  et al.;Emission  source in study;Manzano, Carlos;Traffic 
112;7362234;06/03/2021 18:16:54;Breast cancer incidence and the air pollution level in the communes of Chile: An ecological study;Zenteno, J. S., Rosende, P. F., Manzur, B. C.  et al.;Emission  source in study;Manzano, Carlos;Domestic heating / wood burning
113;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;Include this reference?;Manzano, Carlos;Yes, include the reference
114;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;DUDOSO;Manzano, Carlos;No, no tengo dudas en mis respuestas
115;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;COMENTARIOS, si los hay.;Manzano, Carlos;los autores son de organizaciones thinks tanks, como se clasifican?
116;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Private sector
117;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Academia (university, institute, others)
118;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;International organization
119;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;Strategies;Manzano, Carlos;Other unclassified
120;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;New Question;Manzano, Carlos;evaluacion economica
121;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;Study characteristics;Manzano, Carlos;Managment, economic, legal, social
122;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;Potential effects or impact;Manzano, Carlos;Economic
123;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;What is the evaluation method?;Manzano, Carlos;concentrations
124;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;What is the contaminant or variable under study?;Manzano, Carlos;SOx - Oxides of Sulphur
125;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;What is the contaminant or variable under study?;Manzano, Carlos;O3 ozone - photochemical smog
126;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;What is the contaminant or variable under study?;Manzano, Carlos;NOx - Oxides of Nitrogen (NyOx, NH3)
127;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;What is the contaminant or variable under study?;Manzano, Carlos;PM - particulate matter
128;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;What is the contaminant or variable under study?;Manzano, Carlos;COx - Oxides of Carbon
129;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;TEMPORAL: What is the temporal scale of the study?;Manzano, Carlos;Season - Year
130;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;SPATIAL 1:What is the spatial scale of the study?;Manzano, Carlos;Local (rural, suburban, urban)
131;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;SPATIAL 2. National or International;Manzano, Carlos;Only national
132;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Manzano, Carlos;Central zone
133;7362233;06/05/2021 15:56:33;Cost estimates of transport air pollution in Santiago, Chile;Zegras, C., Litman, T. ;Emission  source in study;Manzano, Carlos;Traffic 
134;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;Include this reference?;Manzano, Carlos;Yes, include the reference
135;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;DUDOSO;Manzano, Carlos;No, no tengo dudas en mis respuestas
136;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Academia (university, institute, others)
137;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;Strategies;Manzano, Carlos;Exposure assessment
138;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;Study characteristics;Manzano, Carlos;Ambient (eg outdoor)
139;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;Potential effects or impact;Manzano, Carlos;Human health
140;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;What is the evaluation method?;Manzano, Carlos;Epidemiological
141;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;What is the evaluation method?;Manzano, Carlos;concentrations
142;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;What is the contaminant or variable under study?;Manzano, Carlos;PM - particulate matter
143;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;TEMPORAL: What is the temporal scale of the study?;Manzano, Carlos;Season - Year
144;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;SPATIAL 1:What is the spatial scale of the study?;Manzano, Carlos;Local (rural, suburban, urban)
145;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;SPATIAL 2. National or International;Manzano, Carlos;Only national
146;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Manzano, Carlos;Central zone
147;7362232;07/17/2021 22:44:44;Association of acute bronchiolitis with environmental variables;Zamorano, A., Marquez, S., Aranguiz, J. L.  et al.;Emission  source in study;Manzano, Carlos;Not applicable
148;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;Include this reference?;Sanchez, Luis;Yes, include the reference
149;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;DUDOSO;Sanchez, Luis;No, no tengo dudas en mis respuestas
150;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;Characterize the organization to which the authors are affiliated?;Sanchez, Luis;Academia (university, institute, others)
151;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;Strategies;Sanchez, Luis;Analysis of causes of air pollution: Emissions, dispersion conditions, atmospheric chemistry, deposition, 
152;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;Study characteristics;Sanchez, Luis;Ambient (eg outdoor)
153;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;Potential effects or impact;Sanchez, Luis;Regulatory and Legal
154;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;What is the evaluation method?;Sanchez, Luis;concentrations
155;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;What is the evaluation method?;Sanchez, Luis;Computer Modeling
156;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;What is the evaluation method?;Sanchez, Luis;Meteorological measurements
157;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;PM - particulate matter
158;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;TEMPORAL: What is the temporal scale of the study?;Sanchez, Luis;1 Year or more
159;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;SPATIAL 1:What is the spatial scale of the study?;Sanchez, Luis;Local (rural, suburban, urban)
160;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;SPATIAL 2. National or International;Sanchez, Luis;Only national
161;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Sanchez, Luis;South zone
162;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Sanchez, Luis;Central zone
163;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;Emission  source in study;Sanchez, Luis;Industrial and commercial emissions 
164;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;Emission  source in study;Sanchez, Luis;Traffic 
165;7362231;05/04/2021 16:26:03;Urban airborne matter in central and southern Chile: Effects of meteorological conditions on fine and coarse particulate matter;YÃƒÆ’Ã‚Â¡ÃƒÆ’Ã‚Â±ez, M. A., Baettig, R., Cornejo, J.  et al.;Emission  source in study;Sanchez, Luis;Domestic heating / wood burning
166;7362230;05/07/2021 00:16:43;Antarctic snow record of cadmium, copper, and zinc content during the twentieth century;Wolff, E. W., Suttie, E. D., Peel, D. A. ;Include this reference?;Manzano, Carlos;Yes, include the reference
167;7362230;05/07/2021 00:16:43;Antarctic snow record of cadmium, copper, and zinc content during the twentieth century;Wolff, E. W., Suttie, E. D., Peel, D. A. ;DUDOSO;Manzano, Carlos;No, no tengo dudas en mis respuestas
168;7362230;05/07/2021 00:16:43;Antarctic snow record of cadmium, copper, and zinc content during the twentieth century;Wolff, E. W., Suttie, E. D., Peel, D. A. ;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Academia (university, institute, others)
169;7362230;05/07/2021 00:16:43;Antarctic snow record of cadmium, copper, and zinc content during the twentieth century;Wolff, E. W., Suttie, E. D., Peel, D. A. ;Strategies;Manzano, Carlos;Analysis of causes of air pollution: Emissions, dispersion conditions, atmospheric chemistry, deposition, 
170;7362230;05/07/2021 00:16:43;Antarctic snow record of cadmium, copper, and zinc content during the twentieth century;Wolff, E. W., Suttie, E. D., Peel, D. A. ;Study characteristics;Manzano, Carlos;Ambient (eg outdoor)
171;7362230;05/07/2021 00:16:43;Antarctic snow record of cadmium, copper, and zinc content during the twentieth century;Wolff, E. W., Suttie, E. D., Peel, D. A. ;Potential effects or impact;Manzano, Carlos;Ecological  (animal, plants)
172;7362230;05/07/2021 00:16:43;Antarctic snow record of cadmium, copper, and zinc content during the twentieth century;Wolff, E. W., Suttie, E. D., Peel, D. A. ;What is the evaluation method?;Manzano, Carlos;concentrations
173;7362230;05/07/2021 00:16:43;Antarctic snow record of cadmium, copper, and zinc content during the twentieth century;Wolff, E. W., Suttie, E. D., Peel, D. A. ;What is the contaminant or variable under study?;Manzano, Carlos;HM - heavy metals
